yearMonth,country,species,monthlyCases
"""2006-3""","""IT""","""Homo sapiens""",265
"""2006-3""","""DK""","""Homo sapiens""",202
"""2006-3""","""PS""","""Aves""",200
"""2006-3""","""RO""","""Homo sapiens""",192
"""2006-3""","""SI""","""Homo sapiens""",190
"""2006-3""","""AL""","""Aves""",141
"""2006-3""","""TR""","""Homo sapiens""",118
"""2006-3""","""TN""","""Homo sapiens""",99
"""2006-3""","""CZ""","""Homo sapiens""",96
"""2006-3""","""BD""","""Homo sapiens""",88
"""2006-3""","""IS""","""Homo sapiens""",84
"""2006-3""","""HR""","""Homo sapiens""",66
"""2006-3""","""PL""","""Homo sapiens""",51
"""2006-3""","""GR""","""Homo sapiens""",51
"""2006-3""","""PT""","""Homo sapiens""",42
"""2006-3""","""EG""","""Homo sapiens""",34
"""2006-3""","""BR""","""Homo sapiens""",30
"""2006-3""","""TH""","""Homo sapiens""",24
"""2006-3""","""LU""","""Homo sapiens""",21
"""2006-3""","""MG""","""Homo sapiens""",21
"""2006-3""","""PE""","""Homo sapiens""",18
"""2006-3""","""AF""","""Aves""",18
"""2006-3""","""CI""","""Aves""",17
"""2006-3""","""MY""","""Aves""",16
"""2006-3""","""VE""","""Homo sapiens""",16
"""2006-3""","""LK""","""Homo sapiens""",16
"""2006-3""","""UA""","""Homo sapiens""",12
"""2006-3""","""MY""","""Homo sapiens""",12
"""2006-3""","""PH""","""Homo sapiens""",7
"""2006-3""","""MX""","""Homo sapiens""",6
"""2006-3""","""CO""","""Homo sapiens""",4
"""2006-3""","""AU""","""Homo sapiens""",4
"""2006-3""","""AR""","""Homo sapiens""",2
"""2006-3""","""UY""","""Homo sapiens""",2
"""2006-3""","""NC""","""Homo sapiens""",2
"""2006-3""","""SE""","""Aves""",1
"""2006-3""","""RS""","""Aves""",1
"""2006-4""","""SD""","""Aves""",87270
"""2006-4""","""EG""","""Aves""",6659
"""2006-4""","""CN""","""Homo sapiens""",2640
"""2006-4""","""CI""","""Aves""",1800
"""2006-4""","""DE""","""Homo sapiens""",850
"""2006-4""","""JP""","""Homo sapiens""",824
"""2006-4""","""DE""","""Aves""",801
"""2006-4""","""NE""","""Aves""",700
"""2006-4""","""MM""","""Aves""",655
"""2006-4""","""SE""","""Homo sapiens""",450
"""2006-4""","""US""","""Homo sapiens""",424
"""2006-4""","""NO""","""Homo sapiens""",424
"""2006-4""","""TH""","""Homo sapiens""",336
"""2006-4""","""FR""","""Homo sapiens""",270
"""2006-4""","""LV""","""Homo sapiens""",237
"""2006-4""","""FI""","""Homo sapiens""",222
"""2006-4""","""RO""","""Homo sapiens""",126
"""2006-4""","""IT""","""Homo sapiens""",121
"""2006-4""","""ZA""","""Homo sapiens""",116
"""2006-4""","""ZW""","""Homo sapiens""",90
"""2006-4""","""IL""","""Homo sapiens""",78
"""2006-4""","""BR""","""Homo sapiens""",75
"""2006-4""","""MY""","""Homo sapiens""",75
"""2006-4""","""SI""","""Homo sapiens""",74
"""2006-4""","""IS""","""Homo sapiens""",50
"""2006-4""","""LK""","""Homo sapiens""",40
"""2006-4""","""UA""","""Homo sapiens""",40
"""2006-4""","""BD""","""Homo sapiens""",40
"""2006-4""","""TN""","""Homo sapiens""",39
"""2006-4""","""GR""","""Homo sapiens""",36
"""2006-4""","""HR""","""Homo sapiens""",33
"""2006-4""","""PL""","""Homo sapiens""",30
"""2006-4""","""PE""","""Homo sapiens""",28
"""2006-4""","""PH""","""Homo sapiens""",24
"""2006-4""","""DK""","""Homo sapiens""",22
"""2006-4""","""ES""","""Homo sapiens""",20
"""2006-4""","""CH""","""Homo sapiens""",18
"""2006-4""","""NC""","""Homo sapiens""",16
"""2006-4""","""CL""","""Homo sapiens""",12
"""2006-4""","""VE""","""Homo sapiens""",10
"""2006-4""","""TR""","""Homo sapiens""",10
"""2006-4""","""CZ""","""Homo sapiens""",9
"""2006-4""","""MX""","""Homo sapiens""",8
"""2006-4""","""UY""","""Homo sapiens""",6
"""2006-4""","""DJ""","""Aves""",4
"""2006-4""","""MG""","""Homo sapiens""",3
"""2006-4""","""KE""","""Homo sapiens""",3
"""2006-4""","""CO""","""Homo sapiens""",2
"""2006-4""","""AR""","""Homo sapiens""",2
"""2006-5""","""EG""","""Aves""",94350
"""2006-5""","""RO""","""Aves""",51035
"""2006-5""","""ZA""","""Homo sapiens""",1863
"""2006-5""","""CN""","""Homo sapiens""",1857
"""2006-5""","""JP""","""Homo sapiens""",818
"""2006-5""","""BR""","""Homo sapiens""",393
"""2006-5""","""PH""","""Homo sapiens""",173
"""2006-5""","""LV""","""Homo sapiens""",81
"""2006-5""","""NC""","""Homo sapiens""",80
"""2006-5""","""AR""","""Homo sapiens""",74
"""2006-5""","""CL""","""Homo sapiens""",70
"""2006-5""","""TH""","""Homo sapiens""",63
"""2006-5""","""SE""","""Homo sapiens""",63
"""2006-5""","""IT""","""Homo sapiens""",37
"""2006-5""","""UY""","""Homo sapiens""",34
"""2006-5""","""KE""","""Homo sapiens""",24
"""2006-5""","""VE""","""Homo sapiens""",20
"""2006-5""","""MG""","""Homo sapiens""",18
"""2006-5""","""FI""","""Homo sapiens""",16
"""2006-5""","""IS""","""Homo sapiens""",14
"""2006-5""","""MY""","""Homo sapiens""",12
"""2006-5""","""LK""","""Homo sapiens""",12
"""2006-5""","""PE""","""Homo sapiens""",10
"""2006-5""","""RO""","""Homo sapiens""",9
"""2006-5""","""NZ""","""Homo sapiens""",8
"""2006-5""","""DE""","""Homo sapiens""",8
"""2006-5""","""TN""","""Homo sapiens""",6
"""2006-5""","""AU""","""Homo sapiens""",4
"""2006-5""","""CZ""","""Homo sapiens""",3
"""2006-5""","""US""","""Homo sapiens""",2
"""2006-5""","""NO""","""Homo sapiens""",2
"""2006-5""","""MX""","""Homo sapiens""",2
"""2006-6""","""CN""","""Homo sapiens""",6660
"""2006-6""","""HU""","""Aves""",1600
"""2006-6""","""ZA""","""Homo sapiens""",1500
"""2006-6""","""PH""","""Homo sapiens""",719
"""2006-6""","""AR""","""Homo sapiens""",456
"""2006-6""","""CL""","""Homo sapiens""",390
"""2006-6""","""TH""","""Homo sapiens""",384
"""2006-6""","""UA""","""Aves""",335
"""2006-6""","""IT""","""Homo sapiens""",228
"""2006-6""","""NZ""","""Homo sapiens""",164
"""2006-6""","""JP""","""Homo sapiens""",148
"""2006-6""","""BR""","""Homo sapiens""",102
"""2006-6""","""PE""","""Homo sapiens""",66
"""2006-6""","""AU""","""Homo sapiens""",32
"""2006-6""","""KE""","""Homo sapiens""",27
"""2006-6""","""MG""","""Homo sapiens""",21
"""2006-6""","""LK""","""Homo sapiens""",12
"""2006-6""","""NC""","""Homo sapiens""",12
"""2006-6""","""UY""","""Homo sapiens""",10
"""2006-6""","""NO""","""Homo sapiens""",10
"""2006-6""","""US""","""Homo sapiens""",10
"""2006-6""","""MX""","""Homo sapiens""",6
"""2006-6""","""CI""","""Aves""",5
"""2006-6""","""SE""","""Homo sapiens""",3
"""2006-6""","""CR""","""Homo sapiens""",2
"""2006-7""","""CN""","""Homo sapiens""",7200
"""2006-7""","""TH""","""Aves""",2272
"""2006-7""","""CL""","""Homo sapiens""",1650
"""2006-7""","""AR""","""Homo sapiens""",1234
"""2006-7""","""PH""","""Homo sapiens""",841
"""2006-7""","""IT""","""Homo sapiens""",617
"""2006-7""","""NZ""","""Homo sapiens""",612
"""2006-7""","""TH""","""Homo sapiens""",498
"""2006-7""","""BR""","""Homo sapiens""",426
"""2006-7""","""AU""","""Homo sapiens""",312
"""2006-7""","""ID""","""Aves""",201
"""2006-7""","""ZA""","""Homo sapiens""",153
"""2006-7""","""UY""","""Homo sapiens""",52
"""2006-7""","""JP""","""Homo sapiens""",48
"""2006-7""","""MY""","""Homo sapiens""",24
"""2006-7""","""VE""","""Homo sapiens""",18
"""2006-7""","""KE""","""Homo sapiens""",12
"""2006-7""","""PE""","""Homo sapiens""",10
"""2006-7""","""CR""","""Homo sapiens""",10
"""2006-7""","""MG""","""Homo sapiens""",3
"""2006-7""","""TR""","""Homo sapiens""",2
"""2006-7""","""CO""","""Homo sapiens""",2
"""2006-7""","""MX""","""Homo sapiens""",2
"""2006-7""","""NC""","""Homo sapiens""",2
"""2006-8""","""KH""","""Aves""",1686
"""2006-8""","""CN""","""Homo sapiens""",1251
"""2006-8""","""PH""","""Homo sapiens""",986
"""2006-8""","""CL""","""Homo sapiens""",954
"""2006-8""","""AR""","""Homo sapiens""",946
"""2006-8""","""ID""","""Aves""",672
"""2006-8""","""TH""","""Homo sapiens""",591
"""2006-8""","""IT""","""Homo sapiens""",473
"""2006-8""","""AU""","""Homo sapiens""",376
"""2006-8""","""NZ""","""Homo sapiens""",268
"""2006-8""","""BR""","""Homo sapiens""",141
"""2006-8""","""UY""","""Homo sapiens""",34
"""2006-8""","""MY""","""Homo sapiens""",24
"""2006-8""","""KE""","""Homo sapiens""",15
"""2006-8""","""SN""","""Homo sapiens""",14
"""2006-8""","""PE""","""Homo sapiens""",14
"""2006-8""","""CR""","""Homo sapiens""",6
"""2006-8""","""SE""","""Homo sapiens""",6
"""2006-8""","""MX""","""Homo sapiens""",4
"""2006-8""","""VE""","""Homo sapiens""",4
"""2006-8""","""SV""","""Homo sapiens""",4
"""2006-8""","""KH""","""Homo sapiens""",3
"""2006-8""","""JP""","""Homo sapiens""",2
"""2006-9""","""CN""","""Homo sapiens""",1539
"""2006-9""","""PH""","""Homo sapiens""",1186
"""2006-9""","""AR""","""Homo sapiens""",608
"""2006-9""","""CL""","""Homo sapiens""",482
"""2006-9""","""TH""","""Homo sapiens""",306
"""2006-9""","""IT""","""Homo sapiens""",304
"""2006-9""","""MY""","""Homo sapiens""",231
"""2006-9""","""MG""","""Homo sapiens""",180
"""2006-9""","""NZ""","""Homo sapiens""",96
"""2006-9""","""PE""","""Homo sapiens""",78
"""2006-9""","""AU""","""Homo sapiens""",66
"""2006-9""","""KH""","""Homo sapiens""",36
"""2006-9""","""KE""","""Homo sapiens""",24
"""2006-9""","""CO""","""Homo sapiens""",24
"""2006-9""","""SN""","""Homo sapiens""",20
"""2006-9""","""CR""","""Homo sapiens""",20
"""2006-9""","""BR""","""Homo sapiens""",15
"""2006-9""","""CA""","""Homo sapiens""",14
"""2006-9""","""JP""","""Homo sapiens""",8
"""2006-9""","""SV""","""Homo sapiens""",8
"""2006-9""","""NC""","""Homo sapiens""",4
"""2006-9""","""MX""","""Homo sapiens""",4
"""2006-9""","""UY""","""Homo sapiens""",4
"""2006-9""","""VE""","""Homo sapiens""",2
"""2007-1""","""EG""","""Aves""",377400
"""2007-1""","""CN""","""Homo sapiens""",18927
"""2007-1""","""JP""","""Aves""",7332
"""2007-1""","""VN""","""Aves""",3875
"""2007-1""","""FR""","""Homo sapiens""",3186
"""2007-1""","""JP""","""Homo sapiens""",3104
"""2007-1""","""SI""","""Oncorhynchus mykiss""",3000
"""2007-1""","""HU""","""Aves""",2691
"""2007-1""","""CA""","""Homo sapiens""",2308
"""2007-1""","""IT""","""Homo sapiens""",1485
"""2007-1""","""CH""","""Homo sapiens""",1458
"""2007-1""","""ZA""","""Homo sapiens""",1072
"""2007-1""","""IL""","""Homo sapiens""",1068
"""2007-1""","""ZW""","""Homo sapiens""",1062
"""2007-1""","""RO""","""Homo sapiens""",813
"""2007-1""","""US""","""Homo sapiens""",789
"""2007-1""","""NO""","""Homo sapiens""",779
"""2007-1""","""GR""","""Homo sapiens""",753
"""2007-1""","""CZ""","""Homo sapiens""",591
"""2007-1""","""DE""","""Homo sapiens""",510
"""2007-1""","""PT""","""Homo sapiens""",498
"""2007-1""","""TH""","""Homo sapiens""",495
"""2007-1""","""BD""","""Homo sapiens""",495
"""2007-1""","""SE""","""Homo sapiens""",321
"""2007-1""","""LU""","""Homo sapiens""",303
"""2007-1""","""SI""","""Homo sapiens""",220
"""2007-1""","""HR""","""Homo sapiens""",189
"""2007-1""","""SG""","""Homo sapiens""",171
"""2007-1""","""TN""","""Homo sapiens""",159
"""2007-1""","""KR""","""Aves""",157
"""2007-1""","""TH""","""Aves""",130
"""2007-1""","""MN""","""Homo sapiens""",126
"""2007-1""","""PH""","""Homo sapiens""",105
"""2007-1""","""LV""","""Homo sapiens""",96
"""2007-1""","""FI""","""Homo sapiens""",96
"""2007-1""","""TR""","""Homo sapiens""",76
"""2007-1""","""RS""","""Homo sapiens""",60
"""2007-1""","""NC""","""Homo sapiens""",52
"""2007-1""","""IS""","""Homo sapiens""",52
"""2007-1""","""ES""","""Homo sapiens""",50
"""2007-1""","""MX""","""Homo sapiens""",42
"""2007-1""","""BG""","""Homo sapiens""",42
"""2007-1""","""CL""","""Homo sapiens""",40
"""2007-1""","""MA""","""Homo sapiens""",30
"""2007-1""","""RU""","""Aves""",29
"""2007-1""","""EG""","""Homo sapiens""",20
"""2007-1""","""AU""","""Homo sapiens""",16
"""2007-1""","""KE""","""Homo sapiens""",15
"""2007-1""","""MY""","""Homo sapiens""",15
"""2007-1""","""DK""","""Homo sapiens""",14
"""2007-1""","""BR""","""Homo sapiens""",12
"""2007-1""","""CR""","""Homo sapiens""",10
"""2007-1""","""LK""","""Homo sapiens""",8
"""2007-1""","""PE""","""Homo sapiens""",6
"""2007-1""","""HK""","""Aves""",4
"""2007-1""","""SK""","""Aves""",2
"""2007-1""","""CO""","""Homo sapiens""",2
"""2007-10""","""MN""","""Equidae""",19006
"""2007-10""","""CN""","""Equidae""",11030
"""2007-10""","""VN""","""Aves""",2580
"""2007-10""","""CN""","""Homo sapiens""",2202
"""2007-10""","""KE""","""Homo sapiens""",699
"""2007-10""","""TH""","""Homo sapiens""",612
"""2007-10""","""PH""","""Homo sapiens""",451
"""2007-10""","""MM""","""Aves""",400
"""2007-10""","""JP""","""Homo sapiens""",362
"""2007-10""","""JP""","""Equidae""",284
"""2007-10""","""BD""","""Aves""",243
"""2007-10""","""MG""","""Homo sapiens""",90
"""2007-10""","""MX""","""Homo sapiens""",62
"""2007-10""","""CA""","""Homo sapiens""",56
"""2007-10""","""UG""","""Homo sapiens""",34
"""2007-10""","""EG""","""Homo sapiens""",34
"""2007-10""","""KH""","""Homo sapiens""",30
"""2007-10""","""AU""","""Homo sapiens""",28
"""2007-10""","""PE""","""Homo sapiens""",22
"""2007-10""","""SN""","""Homo sapiens""",22
"""2007-10""","""MY""","""Homo sapiens""",21
"""2007-10""","""US""","""Homo sapiens""",17
"""2007-10""","""SE""","""Homo sapiens""",15
"""2007-10""","""ES""","""Homo sapiens""",14
"""2007-10""","""PA""","""Homo sapiens""",14
"""2007-10""","""SG""","""Homo sapiens""",12
"""2007-10""","""ZA""","""Homo sapiens""",12
"""2007-10""","""CL""","""Homo sapiens""",10
"""2007-10""","""FR""","""Homo sapiens""",9
"""2007-10""","""LK""","""Homo sapiens""",4
"""2007-10""","""AR""","""Homo sapiens""",4
"""2007-10""","""TN""","""Homo sapiens""",3
"""2007-10""","""ZW""","""Homo sapiens""",3
"""2007-10""","""VE""","""Homo sapiens""",2
"""2007-10""","""IT""","""Homo sapiens""",2
"""2007-11""","""SA""","""Aves""",11500
"""2007-11""","""VN""","""Aves""",2438
"""2007-11""","""MM""","""Aves""",2058
"""2007-11""","""CN""","""Homo sapiens""",1971
"""2007-11""","""JP""","""Homo sapiens""",1656
"""2007-11""","""BD""","""Aves""",1194
"""2007-11""","""KE""","""Homo sapiens""",930
"""2007-11""","""TH""","""Homo sapiens""",744
"""2007-11""","""ES""","""Homo sapiens""",444
"""2007-11""","""GB""","""Aves""",353
"""2007-11""","""MX""","""Homo sapiens""",242
"""2007-11""","""EG""","""Homo sapiens""",208
"""2007-11""","""PH""","""Homo sapiens""",157
"""2007-11""","""CA""","""Homo sapiens""",134
"""2007-11""","""US""","""Homo sapiens""",126
"""2007-11""","""MG""","""Homo sapiens""",99
"""2007-11""","""SE""","""Homo sapiens""",63
"""2007-11""","""CZ""","""Homo sapiens""",45
"""2007-11""","""JP""","""Equidae""",36
"""2007-11""","""MY""","""Homo sapiens""",33
"""2007-11""","""RO""","""Aves""",31
"""2007-11""","""NO""","""Homo sapiens""",22
"""2007-11""","""UG""","""Homo sapiens""",20
"""2007-11""","""CH""","""Homo sapiens""",18
"""2007-11""","""SI""","""Homo sapiens""",16
"""2007-11""","""CM""","""Homo sapiens""",16
"""2007-11""","""PE""","""Homo sapiens""",12
"""2007-11""","""BE""","""Homo sapiens""",12
"""2007-11""","""AU""","""Homo sapiens""",10
"""2007-11""","""FR""","""Homo sapiens""",9
"""2007-11""","""DE""","""Homo sapiens""",6
"""2007-11""","""CL""","""Homo sapiens""",6
"""2007-11""","""SG""","""Homo sapiens""",6
"""2007-11""","""KH""","""Homo sapiens""",6
"""2007-11""","""VE""","""Homo sapiens""",4
"""2007-11""","""LK""","""Homo sapiens""",4
"""2007-11""","""PT""","""Homo sapiens""",3
"""2007-11""","""CO""","""Homo sapiens""",3
"""2007-11""","""ZA""","""Homo sapiens""",3
"""2007-11""","""ZW""","""Homo sapiens""",3
"""2007-11""","""IT""","""Homo sapiens""",3
"""2007-11""","""TN""","""Homo sapiens""",3
"""2007-11""","""HN""","""Homo sapiens""",2
"""2007-11""","""BD""","""Homo sapiens""",1
"""2007-12""","""EG""","""Aves""",49613
"""2007-12""","""CN""","""Homo sapiens""",4674
"""2007-12""","""JP""","""Homo sapiens""",4240
"""2007-12""","""BD""","""Aves""",2504
"""2007-12""","""ES""","""Homo sapiens""",1618
"""2007-12""","""TH""","""Homo sapiens""",1092
"""2007-12""","""CA""","""Homo sapiens""",948
"""2007-12""","""VN""","""Aves""",880
"""2007-12""","""KE""","""Homo sapiens""",630
"""2007-12""","""FR""","""Homo sapiens""",594
"""2007-12""","""BE""","""Homo sapiens""",462
"""2007-12""","""ZA""","""Homo sapiens""",200
"""2007-12""","""ZW""","""Homo sapiens""",198
"""2007-12""","""CH""","""Homo sapiens""",192
"""2007-12""","""CZ""","""Homo sapiens""",192
"""2007-12""","""SG""","""Homo sapiens""",168
"""2007-12""","""US""","""Homo sapiens""",145
"""2007-12""","""LV""","""Homo sapiens""",132
"""2007-12""","""NO""","""Homo sapiens""",130
"""2007-12""","""SI""","""Homo sapiens""",100
"""2007-12""","""MX""","""Homo sapiens""",98
"""2007-12""","""SE""","""Homo sapiens""",96
"""2007-12""","""MY""","""Homo sapiens""",87
"""2007-12""","""PH""","""Homo sapiens""",69
"""2007-12""","""MG""","""Homo sapiens""",57
"""2007-12""","""IL""","""Homo sapiens""",48
"""2007-12""","""HR""","""Homo sapiens""",45
"""2007-12""","""JP""","""Equidae""",36
"""2007-12""","""DE""","""Homo sapiens""",34
"""2007-12""","""LU""","""Homo sapiens""",33
"""2007-12""","""IT""","""Homo sapiens""",33
"""2007-12""","""EG""","""Homo sapiens""",30
"""2007-12""","""PE""","""Homo sapiens""",28
"""2007-12""","""PT""","""Homo sapiens""",27
"""2007-12""","""RO""","""Homo sapiens""",21
"""2007-12""","""KG""","""Homo sapiens""",20
"""2007-12""","""IR""","""Aves""",14
"""2007-12""","""MM""","""Aves""",13
"""2007-12""","""GR""","""Homo sapiens""",12
"""2007-12""","""FI""","""Homo sapiens""",12
"""2007-12""","""AU""","""Homo sapiens""",12
"""2007-12""","""BD""","""Homo sapiens""",11
"""2007-12""","""RS""","""Homo sapiens""",9
"""2007-12""","""CM""","""Homo sapiens""",8
"""2007-12""","""TN""","""Homo sapiens""",6
"""2007-12""","""MQ""","""Homo sapiens""",6
"""2007-12""","""DK""","""Homo sapiens""",4
"""2007-12""","""GF""","""Homo sapiens""",3
"""2007-12""","""VE""","""Homo sapiens""",2
"""2007-12""","""CL""","""Homo sapiens""",2
"""2007-12""","""MA""","""Homo sapiens""",2
"""2007-2""","""EG""","""Aves""",471750
"""2007-2""","""BD""","""Aves""",12023
"""2007-2""","""CN""","""Homo sapiens""",10746
"""2007-2""","""JP""","""Homo sapiens""",7304
"""2007-2""","""VN""","""Aves""",6050
"""2007-2""","""CA""","""Homo sapiens""",5064
"""2007-2""","""SE""","""Homo sapiens""",4161
"""2007-2""","""TH""","""Aves""",3600
"""2007-2""","""FR""","""Homo sapiens""",3186
"""2007-2""","""DE""","""Homo sapiens""",2652
"""2007-2""","""LV""","""Homo sapiens""",2376
"""2007-2""","""CH""","""Homo sapiens""",1992
"""2007-2""","""LA""","""Aves""",1864
"""2007-2""","""US""","""Homo sapiens""",1602
"""2007-2""","""NO""","""Homo sapiens""",1584
"""2007-2""","""IT""","""Homo sapiens""",1251
"""2007-2""","""ZA""","""Homo sapiens""",1215
"""2007-2""","""KR""","""Aves""",1188
"""2007-2""","""SI""","""Homo sapiens""",1136
"""2007-2""","""ZW""","""Homo sapiens""",1062
"""2007-2""","""LU""","""Homo sapiens""",798
"""2007-2""","""CZ""","""Homo sapiens""",564
"""2007-2""","""TH""","""Homo sapiens""",498
"""2007-2""","""HR""","""Homo sapiens""",489
"""2007-2""","""BD""","""Homo sapiens""",417
"""2007-2""","""PT""","""Homo sapiens""",360
"""2007-2""","""FI""","""Homo sapiens""",352
"""2007-2""","""UA""","""Homo sapiens""",318
"""2007-2""","""MN""","""Homo sapiens""",318
"""2007-2""","""DK""","""Homo sapiens""",294
"""2007-2""","""GR""","""Homo sapiens""",276
"""2007-2""","""RO""","""Homo sapiens""",255
"""2007-2""","""MX""","""Homo sapiens""",214
"""2007-2""","""RU""","""Aves""",175
"""2007-2""","""PH""","""Homo sapiens""",171
"""2007-2""","""ES""","""Homo sapiens""",150
"""2007-2""","""SG""","""Homo sapiens""",129
"""2007-2""","""TN""","""Homo sapiens""",120
"""2007-2""","""BG""","""Homo sapiens""",93
"""2007-2""","""IS""","""Homo sapiens""",90
"""2007-2""","""MM""","""Aves""",79
"""2007-2""","""RS""","""Homo sapiens""",78
"""2007-2""","""AF""","""Aves""",73
"""2007-2""","""TR""","""Homo sapiens""",66
"""2007-2""","""KW""","""Aves""",62
"""2007-2""","""PL""","""Homo sapiens""",57
"""2007-2""","""MY""","""Homo sapiens""",48
"""2007-2""","""EG""","""Homo sapiens""",36
"""2007-2""","""BY""","""Homo sapiens""",32
"""2007-2""","""PE""","""Homo sapiens""",6
"""2007-2""","""AU""","""Homo sapiens""",6
"""2007-2""","""CL""","""Homo sapiens""",6
"""2007-2""","""KE""","""Homo sapiens""",6
"""2007-2""","""BR""","""Homo sapiens""",3
"""2007-2""","""MA""","""Homo sapiens""",2
"""2007-3""","""EG""","""Aves""",188700
"""2007-3""","""CN""","""Homo sapiens""",14364
"""2007-3""","""JP""","""Homo sapiens""",5644
"""2007-3""","""BD""","""Aves""",4965
"""2007-3""","""CA""","""Homo sapiens""",4932
"""2007-3""","""MM""","""Aves""",3200
"""2007-3""","""LV""","""Homo sapiens""",2337
"""2007-3""","""KR""","""Aves""",2125
"""2007-3""","""DE""","""Homo sapiens""",1896
